barrio;año;poblacion_total;numero_hogares;area_ha;estrato_promedio;codigo_geo;deficit_habitacional
Barrio_59;2024;23578;4333;5.82;2;CG_505;2759
Barrio_59;2025;20054;3346;18.71;1;CG_630;2320
Barrio_60;2010;42375;9313;10.56;4;CG_381;4218
Barrio_60;2011;5400;1969;3.64;4;CG_464;429
Barrio_60;2012;4494;846;9.16;6;CG_370;118
Barrio_60;2013;32983;9119;19.28;3;CG_692;1113
Barrio_60;2014;6568;1529;12.08;1;CG_230;641
Barrio_60;2015;30473;5670;8.12;1;CG_982;2482
Barrio_60;2016;29801;6382;4.97;6;CG_193;2734
Barrio_60;2017;19278;5269;16.47;5;CG_827;1087
Barrio_60;2018;41136;15568;12.74;5;CG_152;1381
Barrio_60;2019;42836;15215;8.39;2;CG_773;2132
Barrio_60;2020;36382;6165;5.15;6;CG_597;1753
Barrio_60;2021;10491;2102;6.8;5;CG_399;536
Barrio_60;2022;3227;970;8.73;6;CG_179;308
Barrio_60;2023;24564;8211;18.07;1;CG_216;955
Barrio_60;2024;19686;4016;12.13;3;CG_248;788
Barrio_60;2025;3314;772;14.2;4;CG_208;130
Barrio_61;2010;21950;4126;11.95;3;CG_523;1192
Barrio_61;2011;44204;21102;6.11;5;CG_903;917
Barrio_61;2012;9644;3411;13.72;2;CG_241;805
Barrio_61;2013;48763;21400;2.55;5;CG_275;4292
Barrio_61;2014;5760;1842;13.46;5;CG_809;642
Barrio_61;2015;49416;15981;7.93;5;CG_273;1973
Barrio_61;2016;29616;5819;16.26;5;CG_776;1736
Barrio_61;2017;14805;3791;5.75;5;CG_919;1634
Barrio_61;2018;32294;6757;3.07;6;CG_974;1368
Barrio_61;2019;13147;3486;6.89;6;CG_553;1123
Barrio_61;2020;7131;2708;3.09;4;CG_784;845
Barrio_61;2021;26639;8135;10.84;4;CG_779;792
Barrio_61;2022;42908;9835;18.45;2;CG_520;5003
Barrio_61;2023;23096;6082;18.57;5;CG_422;2641
Barrio_61;2024;37116;8708;19.22;2;CG_515;1101
Barrio_61;2025;37583;7434;6.8;4;CG_498;3714
Barrio_62;2010;2307;403;3.21;5;CG_481;183
Barrio_62;2011;9792;1658;3.72;5;CG_864;262
Barrio_62;2012;46630;12752;9.14;3;CG_102;4420
Barrio_62;2013;2420;433;15.22;6;CG_414;160
Barrio_62;2014;14443;4327;19.36;5;CG_868;1026
Barrio_62;2015;6542;1353;5.16;2;CG_265;691
Barrio_62;2016;16321;5264;6.18;5;CG_854;1082
Barrio_62;2017;4921;908;16.49;1;CG_446;390
Barrio_62;2018;22675;3987;18.76;3;CG_975;2527
Barrio_62;2019;20541;6681;10.58;1;CG_143;1809
Barrio_62;2020;31515;7301;14.51;4;CG_280;813
Barrio_62;2021;2833;522;18.36;6;CG_237;189
Barrio_62;2022;23062;5347;7.96;3;CG_221;707
Barrio_62;2023;2460;641;7.77;3;CG_590;283
Barrio_62;2024;26481;5050;1.96;6;CG_768;2502
Barrio_62;2025;32611;5599;1.37;4;CG_264;2711
Barrio_63;2010;38776;10030;18.24;3;CG_693;1620
Barrio_63;2011;9321;2366;5.86;3;CG_793;598
Barrio_63;2012;18932;7216;16.12;3;CG_903;1378
Barrio_63;2013;23451;5441;10.86;2;CG_498;633
Barrio_63;2014;9901;2227;10.51;2;CG_375;337
Barrio_63;2015;40656;9816;16.72;5;CG_766;4325
Barrio_63;2016;7456;1469;6.09;1;CG_271;853
Barrio_63;2017;25279;5089;12.59;3;CG_914;1715
Barrio_63;2018;6306;2487;4.35;2;CG_382;755
Barrio_63;2019;2984;619;1.2;6;CG_557;242
Barrio_63;2020;8255;1927;19.99;6;CG_438;267
Barrio_63;2021;28271;12274;14.15;4;CG_755;3200
Barrio_63;2022;24271;11941;0.7;4;CG_706;615
Barrio_63;2023;1528;368;17.96;5;CG_981;38
Barrio_63;2024;8911;3248;11.66;6;CG_644;379
Barrio_63;2025;21079;4400;5.37;2;CG_808;621
Barrio_64;2010;49347;12514;6.0;5;CG_296;5487
Barrio_64;2011;27643;5675;16.15;1;CG_280;915
Barrio_64;2012;24727;7892;9.11;4;CG_443;1741
Barrio_64;2013;25861;5196;7.31;1;CG_243;2008
Barrio_64;2014;27867;6016;7.75;4;CG_824;3216
Barrio_64;2015;4886;1752;11.89;1;CG_743;447
Barrio_64;2016;7776;1983;10.26;2;CG_703;284
Barrio_64;2017;39064;10081;12.27;5;CG_870;2046
Barrio_64;2018;13989;2557;14.84;3;CG_762;320
Barrio_64;2019;42505;8219;8.17;2;CG_590;2009
Barrio_64;2020;8282;2384;18.66;4;CG_347;818
Barrio_64;2021;35372;5959;8.98;6;CG_252;2522
Barrio_64;2022;48196;8351;3.16;6;CG_631;2499
Barrio_64;2023;37384;10605;1.59;1;CG_181;4404
Barrio_64;2024;45542;17010;5.33;4;CG_157;4376
Barrio_64;2025;41415;10375;7.8;5;CG_820;4926
Barrio_65;2010;33625;9762;16.42;5;CG_524;3812
Barrio_65;2011;48012;8486;8.92;6;CG_210;5068
Barrio_65;2012;20290;6199;1.98;3;CG_203;984
Barrio_65;2013;23725;5808;15.9;1;CG_651;1870
Barrio_65;2014;40397;7393;2.51;2;CG_373;4055
Barrio_65;2015;10513;1890;14.97;3;CG_493;997
Barrio_65;2016;40362;8408;18.29;2;CG_853;3833
Barrio_65;2017;18257;5065;12.32;6;CG_527;1756
Barrio_65;2018;11697;4512;13.38;5;CG_939;246
Barrio_65;2019;47921;22181;16.76;6;CG_429;1627
Barrio_65;2020;32577;9450;6.17;6;CG_404;2039
Barrio_65;2021;15920;4025;3.33;5;CG_337;1637
Barrio_65;2022;26845;6014;16.78;6;CG_119;1953
Barrio_65;2023;15558;4804;6.96;4;CG_869;804
Barrio_65;2024;49804;12019;13.96;6;CG_878;5327
Barrio_65;2025;28488;6676;2.75;3;CG_789;2914
Barrio_66;2010;39513;8605;19.77;6;CG_314;1613
Barrio_66;2011;43970;7842;12.81;4;CG_804;2818
Barrio_66;2012;2755;594;9.09;6;CG_834;105
Barrio_66;2013;24015;4122;19.6;4;CG_559;1668
Barrio_66;2014;15369;7230;6.05;4;CG_439;360
Barrio_66;2015;10627;4471;4.16;4;CG_990;497
Barrio_66;2016;6105;1232;12.79;6;CG_276;435
Barrio_66;2017;41253;9495;16.81;4;CG_130;4470
Barrio_66;2018;3685;1523;8.28;3;CG_933;200
Barrio_66;2019;30747;6290;5.07;2;CG_649;2960
Barrio_66;2020;41761;7035;13.94;1;CG_198;4823
Barrio_66;2021;2172;364;3.79;4;CG_915;177
Barrio_66;2022;11679;2861;11.59;2;CG_539;587
Barrio_66;2023;8827;2109;15.31;4;CG_635;1058
Barrio_66;2024;37199;9168;18.45;6;CG_379;2525
Barrio_66;2025;10312;5057;6.22;2;CG_367;667
Barrio_67;2010;34408;12994;12.16;4;CG_700;1201
Barrio_67;2011;8094;1970;1.84;1;CG_782;343
Barrio_67;2012;19634;7157;15.54;2;CG_847;785
Barrio_67;2013;47173;8644;11.87;6;CG_806;1568
Barrio_67;2014;45178;19431;11.65;2;CG_819;1655
Barrio_67;2015;26065;7033;6.34;1;CG_810;809
Barrio_67;2016;31894;14492;15.56;5;CG_247;3568
Barrio_67;2017;47623;16574;1.5;3;CG_724;3853
Barrio_67;2018;23914;4027;16.3;3;CG_751;2053
Barrio_67;2019;24082;6737;17.54;2;CG_896;2716
Barrio_67;2020;28181;5907;6.06;2;CG_150;3238
Barrio_67;2021;37335;6337;4.09;2;CG_470;1549
Barrio_67;2022;39200;8797;5.74;2;CG_313;4618
Barrio_67;2023;30507;6070;9.78;4;CG_415;707
Barrio_67;2024;35081;6470;1.73;1;CG_718;768
Barrio_67;2025;31783;5917;14.47;2;CG_634;3724
Barrio_68;2010;42108;19058;19.7;6;CG_626;2765
Barrio_68;2011;8936;2961;6.59;5;CG_808;223
Barrio_68;2012;19401;4394;4.93;5;CG_403;678
Barrio_68;2013;33009;6511;19.25;6;CG_841;2136
Barrio_68;2014;35123;14196;19.31;6;CG_656;2122
Barrio_68;2015;37007;7909;9.98;1;CG_313;2855
Barrio_68;2016;34669;8706;8.22;1;CG_189;2088
Barrio_68;2017;47927;13303;15.52;5;CG_562;3756
Barrio_68;2018;533;183;19.05;2;CG_220;18
Barrio_68;2019;24181;4265;9.66;3;CG_168;2670
Barrio_68;2020;31232;7583;15.16;2;CG_274;2327
Barrio_68;2021;27407;7821;15.24;5;CG_694;2438
Barrio_68;2022;44032;7885;2.76;3;CG_116;1563
Barrio_68;2023;13680;3199;18.5;5;CG_543;453
Barrio_68;2024;9010;1985;13.19;2;CG_326;806
Barrio_68;2025;13847;2507;5.04;4;CG_827;1003
Barrio_69;2010;44533;10967;7.18;1;CG_283;2938
Barrio_69;2011;42881;8039;13.55;6;CG_861;2924
Barrio_69;2012;29140;11248;14.2;3;CG_858;2159
Barrio_69;2013;43767;10215;16.88;6;CG_521;2971
Barrio_69;2014;9686;4462;18.97;2;CG_193;925
Barrio_69;2015;43976;18994;5.26;3;CG_511;3171
Barrio_69;2016;14940;2545;10.66;2;CG_138;1636
Barrio_69;2017;41326;7190;18.98;6;CG_819;3955
Barrio_69;2018;29997;5187;5.83;1;CG_335;1157
Barrio_69;2019;40995;10660;4.2;6;CG_479;4261
Barrio_69;2020;35089;9513;18.9;2;CG_170;1598
Barrio_69;2021;34260;7552;1.26;2;CG_127;1673
Barrio_69;2022;22261;4522;5.43;4;CG_590;2624
Barrio_69;2023;6525;1669;4.32;3;CG_328;142
Barrio_69;2024;19621;4324;4.37;5;CG_742;1935
Barrio_69;2025;28129;11670;9.61;5;CG_569;2198
Barrio_70;2010;44753;17097;16.32;1;CG_824;5017
Barrio_70;2011;34427;6593;12.46;6;CG_934;3202
Barrio_70;2012;41826;12490;17.55;3;CG_986;3083
Barrio_70;2013;45138;11873;15.4;5;CG_994;1133
Barrio_70;2014;1380;271;16.01;6;CG_975;35
Barrio_70;2015;24229;7162;17.56;6;CG_931;1786
Barrio_70;2016;39671;7060;0.82;3;CG_350;1247
Barrio_70;2017;49323;9307;7.84;2;CG_550;1492
Barrio_70;2018;5561;937;3.66;3;CG_533;448
Barrio_70;2019;4016;1460;1.16;6;CG_589;126
Barrio_70;2020;29499;14659;14.92;5;CG_814;2389
Barrio_70;2021;5467;1908;12.02;6;CG_373;378
Barrio_70;2022;30294;6005;17.09;2;CG_300;3003
Barrio_70;2023;40357;9824;8.15;6;CG_448;1426
Barrio_70;2024;21471;3776;3.44;3;CG_572;1256
Barrio_70;2025;28742;6994;16.54;4;CG_513;586
Barrio_71;2010;44833;7642;11.65;2;CG_168;4588
Barrio_71;2011;15328;5336;16.57;5;CG_774;784
Barrio_71;2012;33561;6625;15.78;5;CG_733;3587
Barrio_71;2013;41654;7119;18.2;4;CG_711;3653
Barrio_71;2014;28019;7956;1.91;2;CG_521;1809
Barrio_71;2015;33958;7519;15.49;2;CG_206;3222
Barrio_71;2016;41354;8794;0.65;3;CG_280;1706
Barrio_71;2017;7088;1508;5.34;2;CG_398;562
Barrio_71;2018;3698;713;2.01;1;CG_695;152
Barrio_71;2019;30448;10753;4.45;1;CG_207;1081
Barrio_71;2020;21141;6532;3.52;5;CG_817;2503
Barrio_71;2021;46315;13867;9.29;4;CG_652;4887
Barrio_71;2022;18920;9204;9.27;6;CG_400;1898
Barrio_71;2023;765;182;8.82;2;CG_671;41
Barrio_71;2024;1621;327;14.4;6;CG_832;193
Barrio_71;2025;34482;8344;3.88;5;CG_880;759
Barrio_72;2010;560;117;6.78;1;CG_731;29
Barrio_72;2011;12636;3328;13.01;6;CG_928;929
Barrio_72;2012;32024;8392;17.87;2;CG_703;1087
Barrio_72;2013;7941;2351;13.9;4;CG_432;230
Barrio_72;2014;32330;6094;17.71;1;CG_605;1766
Barrio_72;2015;22034;4814;1.75;2;CG_980;1309
Barrio_72;2016;26443;5503;14.87;2;CG_939;998
Barrio_72;2017;44978;21325;17.5;2;CG_895;3726
Barrio_72;2018;14222;4334;4.19;2;CG_970;1646
Barrio_72;2019;13921;2740;6.17;6;CG_943;1081
Barrio_72;2020;32816;8542;6.55;6;CG_611;3353
Barrio_72;2021;11664;3151;12.67;1;CG_867;859
Barrio_72;2022;27451;5218;7.5;5;CG_309;688
Barrio_72;2023;6720;1845;12.63;5;CG_269;342
Barrio_72;2024;37844;9694;10.83;5;CG_479;3995
Barrio_72;2025;15311;2600;8.66;6;CG_823;409
Barrio_73;2010;22708;4094;17.29;2;CG_836;2318
Barrio_73;2011;32129;14878;14.29;4;CG_170;3459
Barrio_73;2012;19501;7914;3.64;6;CG_486;1252
Barrio_73;2013;28079;7576;7.11;4;CG_296;3232
Barrio_73;2014;10968;2376;8.15;4;CG_121;1063
Barrio_73;2015;49493;16425;10.76;4;CG_935;1979
Barrio_73;2016;5551;1102;19.21;1;CG_338;195
Barrio_73;2017;5112;2548;14.95;6;CG_391;241
Barrio_73;2018;7379;1686;3.89;6;CG_355;728
Barrio_73;2019;3761;867;10.84;2;CG_384;167
Barrio_73;2020;32234;7979;13.78;4;CG_572;3113
Barrio_73;2021;38277;12854;9.61;5;CG_901;2185
Barrio_73;2022;37169;15535;6.86;1;CG_545;4297
Barrio_73;2023;15668;5004;16.19;2;CG_239;466
Barrio_73;2024;14451;5521;10.75;2;CG_670;377
Barrio_73;2025;25853;6862;14.61;4;CG_553;2650
Barrio_74;2010;43264;7551;6.8;2;CG_722;3398
Barrio_74;2011;19393;3292;10.34;2;CG_164;1230
Barrio_74;2012;1114;229;2.71;6;CG_730;113
Barrio_74;2013;15937;2838;16.36;5;CG_697;1562
Barrio_74;2014;7011;2695;6.3;2;CG_809;431
Barrio_74;2015;11883;2800;18.99;4;CG_234;279
Barrio_74;2016;17895;7368;11.37;2;CG_770;1397
Barrio_74;2017;35960;14546;8.15;6;CG_983;2761
Barrio_74;2018;3302;811;13.26;2;CG_353;107
Barrio_74;2019;41759;19073;13.57;6;CG_500;934
Barrio_74;2020;42567;7695;4.01;6;CG_641;1384
Barrio_74;2021;43826;12176;16.47;1;CG_384;2904
Barrio_74;2022;34360;7214;8.67;4;CG_874;2331
Barrio_74;2023;29074;7214;7.13;4;CG_234;2176
Barrio_74;2024;11425;3148;13.73;2;CG_312;741
Barrio_74;2025;5614;1008;15.79;1;CG_172;392
Barrio_75;2010;31715;5336;15.68;4;CG_993;2115
Barrio_75;2011;32918;8285;19.0;2;CG_925;3110
Barrio_75;2012;4790;1018;3.55;4;CG_639;186
Barrio_75;2013;8680;1631;13.01;3;CG_828;291
Barrio_75;2014;33535;14508;7.83;6;CG_218;3833
Barrio_75;2015;19592;6828;4.43;1;CG_320;1606
Barrio_75;2016;20357;9337;6.78;3;CG_841;1465
Barrio_75;2017;11892;2254;5.64;2;CG_441;535
Barrio_75;2018;25179;4746;16.94;4;CG_293;1377
Barrio_75;2019;31421;5365;10.42;3;CG_787;2956
Barrio_75;2020;2789;523;11.26;5;CG_436;72
Barrio_75;2021;6024;1320;13.0;2;CG_307;366
Barrio_75;2022;49795;19296;15.41;1;CG_242;4376
Barrio_75;2023;44545;11085;5.82;6;CG_586;3302
Barrio_75;2024;38950;14851;8.51;2;CG_812;2165
Barrio_75;2025;30456;12983;8.02;3;CG_306;1864
Barrio_76;2010;22020;7794;4.5;6;CG_208;1154
Barrio_76;2011;16232;3340;11.43;4;CG_422;1927
Barrio_76;2012;22602;5667;2.01;4;CG_778;2103
Barrio_76;2013;3303;557;12.3;6;CG_452;267
Barrio_76;2014;30446;5600;5.5;1;CG_694;1568
Barrio_76;2015;43086;14602;13.79;5;CG_555;4229
Barrio_76;2016;47992;19747;19.84;6;CG_236;1568
Barrio_76;2017;43765;8544;12.47;2;CG_557;4997
Barrio_76;2018;27644;7457;9.41;1;CG_123;2365
Barrio_76;2019;36158;12856;6.06;3;CG_172;812
Barrio_76;2020;11746;2040;1.07;4;CG_355;1032
Barrio_76;2021;47420;11354;10.39;1;CG_535;4159
Barrio_76;2022;1729;416;17.94;4;CG_245;108
Barrio_76;2023;42723;17175;15.53;3;CG_376;3116
Barrio_76;2024;9607;1639;10.43;6;CG_465;802
Barrio_76;2025;7632;1897;5.48;1;CG_669;716
Barrio_77;2010;46405;14481;12.21;5;CG_468;3999
Barrio_77;2011;39175;8329;13.33;1;CG_466;4461
Barrio_77;2012;38597;8398;6.49;5;CG_162;1400
Barrio_77;2013;28692;12752;11.37;6;CG_223;2188
Barrio_77;2014;47161;13373;1.99;2;CG_579;3121
Barrio_77;2015;22475;6238;8.67;5;CG_217;1423
Barrio_77;2016;47440;11378;9.22;6;CG_354;4536
Barrio_77;2017;25372;7177;13.86;6;CG_790;545
Barrio_77;2018;19173;3938;14.32;1;CG_655;1125
Barrio_77;2019;40728;13913;4.71;5;CG_508;3537
Barrio_77;2020;2877;563;5.86;6;CG_618;187
Barrio_77;2021;19579;3867;14.12;5;CG_582;851
Barrio_77;2022;39707;9610;15.59;6;CG_208;1962
Barrio_77;2023;4522;968;12.8;3;CG_444;448
Barrio_77;2024;35750;8159;2.04;1;CG_366;3682
Barrio_77;2025;14233;2826;15.45;1;CG_234;1005
Barrio_78;2010;5147;1408;13.95;5;CG_346;144
Barrio_78;2011;3435;1584;8.7;3;CG_590;255
Barrio_78;2012;39026;10506;11.87;2;CG_709;4556
Barrio_78;2013;27630;6134;8.91;6;CG_353;2679
Barrio_78;2014;26676;7858;18.16;1;CG_552;768
Barrio_78;2015;945;160;2.25;6;CG_176;84
Barrio_78;2016;39899;16244;7.0;6;CG_760;887
Barrio_78;2017;32162;6103;19.71;4;CG_869;1519
Barrio_78;2018;4413;929;1.81;3;CG_457;525
Barrio_78;2019;26991;5937;16.62;3;CG_873;622
Barrio_78;2020;47138;11742;3.29;1;CG_846;5240
Barrio_78;2021;707;144;7.62;2;CG_175;83
Barrio_78;2022;48222;15594;3.24;3;CG_927;1194
Barrio_78;2023;32310;13379;6.07;6;CG_639;1419
Barrio_78;2024;44605;8435;0.59;1;CG_671;5207
Barrio_78;2025;43561;7604;14.82;4;CG_295;4080
Barrio_79;2010;49722;10076;10.09;2;CG_306;1867
Barrio_79;2011;22225;4594;9.84;1;CG_704;1402
Barrio_79;2012;44808;13430;15.63;2;CG_923;3670
Barrio_79;2013;36897;7614;5.36;5;CG_335;3658
Barrio_79;2014;20968;3955;9.55;1;CG_392;614
Barrio_79;2015;45343;9160;13.92;1;CG_195;2566
Barrio_79;2016;41062;16372;0.98;4;CG_374;4360
Barrio_79;2017;7782;1370;5.89;2;CG_535;267
Barrio_79;2018;7768;1579;12.48;2;CG_159;864
Barrio_79;2019;25881;5761;12.1;3;CG_600;1617
Barrio_79;2020;15804;4604;16.81;5;CG_604;1813
Barrio_79;2021;6396;2064;13.57;2;CG_683;611
Barrio_79;2022;847;380;12.76;2;CG_647;75
Barrio_79;2023;4492;1276;16.38;5;CG_364;136
Barrio_79;2024;43384;20923;17.52;2;CG_604;3098
Barrio_79;2025;47373;15855;4.39;4;CG_448;5355
Barrio_80;2010;5834;1840;10.16;1;CG_546;597
Barrio_80;2011;11997;2211;7.91;4;CG_465;1099
Barrio_80;2012;1495;350;7.7;4;CG_177;122
Barrio_80;2013;22429;11047;11.86;3;CG_624;1788
Barrio_80;2014;39713;16511;3.24;3;CG_389;1347
Barrio_80;2015;28289;7855;13.95;5;CG_777;1554
Barrio_80;2016;7836;1810;3.91;6;CG_161;662
Barrio_80;2017;44924;7817;3.0;3;CG_398;2689
Barrio_80;2018;48319;15876;2.55;1;CG_115;5600
Barrio_80;2019;2612;517;7.34;4;CG_174;84
Barrio_80;2020;26187;8934;9.22;6;CG_252;1023
Barrio_80;2021;18131;4218;7.13;4;CG_340;688
Barrio_80;2022;43662;15486;17.0;3;CG_199;2312
Barrio_80;2023;17436;2997;9.54;2;CG_653;603
Barrio_80;2024;19289;4698;12.22;4;CG_680;2305
Barrio_80;2025;16867;3002;4.59;3;CG_525;1042
Barrio_81;2010;15777;5465;17.08;2;CG_786;747
Barrio_81;2011;45376;17257;3.57;2;CG_490;1548
Barrio_81;2012;31987;5990;9.15;1;CG_449;1155
Barrio_81;2013;46292;22301;11.87;4;CG_642;1027
Barrio_81;2014;29116;14396;14.98;2;CG_573;3058
Barrio_81;2015;25221;5017;10.67;4;CG_786;2860
Barrio_81;2016;9585;1717;9.25;1;CG_368;758
Barrio_81;2017;25413;4409;11.13;3;CG_737;697
Barrio_81;2018;1687;300;7.85;5;CG_948;117
Barrio_81;2019;32245;15181;10.6;6;CG_145;1915
Barrio_81;2020;39195;9400;1.62;6;CG_448;1440
Barrio_81;2021;15949;3702;5.05;2;CG_866;1150
Barrio_81;2022;18113;4020;10.65;6;CG_293;1007
Barrio_81;2023;43467;13098;12.63;1;CG_847;4593
Barrio_81;2024;24197;6008;9.73;2;CG_630;945
Barrio_81;2025;1335;340;11.27;5;CG_600;65
Barrio_82;2010;31393;8539;13.76;5;CG_966;1489
Barrio_82;2011;31546;10105;0.62;6;CG_743;666
Barrio_82;2012;48422;19089;19.49;3;CG_135;4716
Barrio_82;2013;49965;11645;3.64;4;CG_265;5222
Barrio_82;2014;29646;10459;10.73;3;CG_800;1737
Barrio_82;2015;46823;10960;18.29;3;CG_982;2390
Barrio_82;2016;30611;6186;4.05;6;CG_199;3306
Barrio_82;2017;35241;5976;18.39;5;CG_451;882
Barrio_82;2018;30355;6347;10.2;2;CG_496;1491
Barrio_82;2019;28793;7268;16.33;5;CG_969;1177
Barrio_82;2020;9788;1723;16.59;4;CG_639;311
Barrio_82;2021;4231;780;10.24;3;CG_845;336
Barrio_82;2022;10846;1874;17.07;5;CG_497;1007
Barrio_82;2023;29355;5419;3.44;5;CG_342;3447
Barrio_82;2024;17559;4028;15.63;1;CG_259;1411
Barrio_82;2025;41306;16915;6.15;3;CG_133;2020
Barrio_83;2010;34118;6515;11.86;6;CG_490;931
Barrio_83;2011;11706;4551;8.49;6;CG_443;296
Barrio_83;2012;11173;2152;17.22;5;CG_807;1089
Barrio_83;2013;2786;928;7.34;3;CG_552;71
Barrio_83;2014;12314;5837;0.85;3;CG_466;899
Barrio_83;2015;18379;3235;17.71;6;CG_312;762
Barrio_83;2016;11365;2011;8.38;4;CG_502;684
Barrio_83;2017;11924;2517;7.68;5;CG_991;1269
Barrio_83;2018;44621;8180;16.61;6;CG_334;2964
Barrio_83;2019;15534;3247;8.99;4;CG_916;501
Barrio_83;2020;10465;1793;19.71;1;CG_607;970
Barrio_83;2021;42220;8202;3.77;6;CG_775;2959
Barrio_83;2022;6108;2140;14.52;1;CG_231;404
Barrio_83;2023;20033;3562;12.32;5;CG_409;776
Barrio_83;2024;46478;13866;17.09;5;CG_850;3867
Barrio_83;2025;12629;4683;14.15;2;CG_313;897
Barrio_84;2010;44942;18774;3.01;4;CG_640;2749
Barrio_84;2011;26663;7698;19.42;6;CG_916;2981
Barrio_84;2012;3683;1703;11.92;6;CG_637;285
Barrio_84;2013;23848;4733;12.3;1;CG_549;511
Barrio_84;2014;49904;15577;3.01;6;CG_371;4427
Barrio_84;2015;18303;3964;6.9;1;CG_559;628
Barrio_84;2016;32363;8428;12.37;6;CG_801;1253
Barrio_84;2017;42815;8769;8.88;6;CG_692;4323
Barrio_84;2018;37908;10711;10.13;3;CG_940;2069
Barrio_84;2019;5753;1027;9.08;5;CG_569;380
Barrio_84;2020;30140;9774;16.91;3;CG_308;1326
Barrio_84;2021;28220;10925;15.73;6;CG_336;1532
Barrio_84;2022;48152;14079;8.23;1;CG_493;2657
Barrio_84;2023;26045;7313;1.52;5;CG_523;893
Barrio_84;2024;23763;5560;16.8;4;CG_473;1417
Barrio_84;2025;49972;24038;12.9;1;CG_161;4681
Barrio_85;2010;24228;5528;7.45;2;CG_306;1480
Barrio_85;2011;47797;17462;9.9;3;CG_357;5405
Barrio_85;2012;49143;8363;8.94;3;CG_565;4840
Barrio_85;2013;7504;2151;8.94;3;CG_604;507
Barrio_85;2014;12209;3207;3.33;5;CG_299;608
Barrio_85;2015;46125;12842;11.32;5;CG_313;2195
Barrio_85;2016;21787;9148;10.61;1;CG_783;2355
Barrio_85;2017;13477;3919;18.1;4;CG_347;1208
Barrio_85;2018;5261;1126;4.49;4;CG_188;531
Barrio_85;2019;1028;174;18.92;2;CG_115;106
Barrio_85;2020;8077;2769;13.37;1;CG_734;298
Barrio_85;2021;45697;15490;13.49;3;CG_449;1032
Barrio_85;2022;27646;5051;6.71;6;CG_928;1961
Barrio_85;2023;16872;5090;6.63;2;CG_887;807
Barrio_85;2024;27816;4959;15.79;6;CG_310;2941
Barrio_85;2025;16206;3725;10.46;1;CG_220;1266
Barrio_86;2010;43173;10909;2.49;4;CG_804;3205
Barrio_86;2011;5262;1294;18.49;5;CG_666;546
Barrio_86;2012;39436;9479;7.25;4;CG_254;2842
Barrio_86;2013;7899;1951;18.54;4;CG_965;764
Barrio_86;2014;49137;10998;1.22;1;CG_734;1927
Barrio_86;2015;17474;4135;9.0;2;CG_342;1109
Barrio_86;2016;29378;9727;16.29;3;CG_340;2476
Barrio_86;2017;6213;1090;5.51;4;CG_821;561
Barrio_86;2018;37891;8144;2.59;2;CG_399;3450
Barrio_86;2019;17440;3310;3.47;2;CG_948;1299
Barrio_86;2020;18444;3364;9.81;6;CG_725;2169
Barrio_86;2021;23469;8863;15.63;5;CG_901;1692
Barrio_86;2022;13624;3867;4.35;2;CG_695;667
Barrio_86;2023;7575;2087;5.84;1;CG_737;217
Barrio_86;2024;38419;7469;11.42;1;CG_354;2628
Barrio_86;2025;2650;443;17.43;3;CG_498;310
Barrio_87;2010;6238;1117;14.28;4;CG_236;274
Barrio_87;2011;41847;11265;1.71;3;CG_690;1205
Barrio_87;2012;47733;10048;13.19;5;CG_306;3539
Barrio_87;2013;32338;7765;5.29;5;CG_167;1776
Barrio_87;2014;46171;9813;12.96;1;CG_957;3420
Barrio_87;2015;6980;3147;4.26;2;CG_687;252
Barrio_87;2016;49543;13086;2.53;1;CG_585;1859
Barrio_87;2017;23982;5988;9.2;1;CG_456;1358
Barrio_87;2018;33663;6034;7.59;2;CG_950;2835
Barrio_87;2019;26451;7438;4.4;5;CG_472;2205
Barrio_87;2020;12902;4858;19.65;1;CG_455;321
Barrio_87;2021;17943;5331;6.05;1;CG_195;2018
Barrio_87;2022;34107;13489;13.03;5;CG_249;2208
Barrio_87;2023;16025;3520;2.07;4;CG_904;1661
Barrio_87;2024;26229;5274;15.11;1;CG_278;2568
Barrio_87;2025;45016;7519;19.29;6;CG_585;1330
Barrio_88;2010;21617;4901;1.57;4;CG_448;2100
Barrio_88;2011;38761;7464;9.7;6;CG_314;4398
Barrio_88;2012;37093;14081;18.6;2;CG_499;999
Barrio_88;2013;34608;14817;3.34;1;CG_185;2390
Barrio_88;2014;33294;5942;3.12;2;CG_926;2249
Barrio_88;2015;14111;3593;17.28;5;CG_387;1124
Barrio_88;2016;42667;9991;14.6;4;CG_149;3681
Barrio_88;2017;24749;5299;11.18;3;CG_845;1802
Barrio_88;2018;26675;5309;19.68;4;CG_414;1042
Barrio_88;2019;27275;4828;5.82;4;CG_963;2657
Barrio_88;2020;1268;254;17.17;5;CG_301;85
Barrio_88;2021;19054;4972;3.25;5;CG_277;694
Barrio_88;2022;45263;7546;0.74;4;CG_535;1713
Barrio_88;2023;7439;2436;18.42;4;CG_870;704
Barrio_88;2024;18143;3350;4.1;4;CG_356;937
Barrio_88;2025;15868;3558;5.69;4;CG_225;373
Barrio_89;2010;46692;17687;17.06;1;CG_633;4524
Barrio_89;2011;22930;4518;3.98;5;CG_981;1501
Barrio_89;2012;43973;9192;6.52;1;CG_566;3844
Barrio_89;2013;27624;9613;3.82;1;CG_272;2318
Barrio_89;2014;6888;1312;1.98;3;CG_688;146
Barrio_89;2015;1652;291;8.67;4;CG_519;141
